Date,Time,Value,Unit,Data Quality,CFS
10/1/2021,6:18:52 PM,48,cfs,A,48
10/1/2021,5:48:53 PM,47,cfs,A,47
10/1/2021,5:18:52 PM,46,cfs,A,46
10/1/2021,4:48:52 PM,47,cfs,A,47
10/1/2021,4:18:52 PM,49,cfs,A,49
10/1/2021,3:48:52 PM,46,cfs,A,46
10/1/2021,3:18:53 PM,46,cfs,A,46
10/1/2021,2:48:52 PM,43,cfs,A,43
10/1/2021,2:18:52 PM,44,cfs,A,44
10/1/2021,1:48:52 PM,47,cfs,A,47
10/1/2021,1:18:52 PM,48,cfs,A,48
10/1/2021,12:48:53 PM,51,cfs,A,51
10/1/2021,12:18:52 PM,49,cfs,A,49
10/1/2021,11:48:52 AM,46,cfs,A,46
10/1/2021,11:18:53 AM,45,cfs,A,45
10/1/2021,10:48:52 AM,49,cfs,A,49
10/1/2021,10:18:53 AM,51,cfs,A,51
10/1/2021,9:48:52 AM,53,cfs,A,53
10/1/2021,9:18:52 AM,46,cfs,A,46
10/1/2021,8:48:53 AM,46,cfs,A,46
10/1/2021,8:18:52 AM,46,cfs,A,46
10/1/2021,7:48:53 AM,51,cfs,A,51
10/1/2021,7:18:52 AM,51,cfs,A,51
10/1/2021,6:48:53 AM,50,cfs,A,50
10/1/2021,6:18:52 AM,55,cfs,A,55
10/1/2021,5:48:52 AM,49,cfs,A,49
10/1/2021,5:18:53 AM,54,cfs,A,54
10/1/2021,4:48:52 AM,64,cfs,A,64
10/1/2021,4:18:53 AM,58,cfs,A,58
10/1/2021,3:48:52 AM,64,cfs,A,64
10/1/2021,3:18:53 AM,62,cfs,A,62
10/1/2021,2:48:53 AM,68,cfs,A,68
10/1/2021,2:18:52 AM,76,cfs,A,76
10/1/2021,1:48:53 AM,82,cfs,A,82
10/1/2021,1:18:52 AM,86,cfs,A,86
10/1/2021,12:48:52 AM,83,cfs,A,83
10/1/2021,12:18:53 AM,95,cfs,A,95
9/30/2021,11:48:52 PM,107,cfs,A,107
9/30/2021,11:18:53 PM,107,cfs,A,107
9/30/2021,10:48:53 PM,103,cfs,A,103
9/30/2021,10:18:52 PM,107,cfs,A,107
9/30/2021,9:48:53 PM,107,cfs,A,107
9/30/2021,9:18:52 PM,101,cfs,A,101
9/30/2021,8:48:53 PM,106,cfs,A,106
9/30/2021,8:18:53 PM,104,cfs,A,104
9/30/2021,7:48:52 PM,110,cfs,A,110
9/30/2021,7:18:53 PM,107,cfs,A,107
9/30/2021,6:48:52 PM,110,cfs,A,110
9/30/2021,6:18:53 PM,103,cfs,A,103
9/30/2021,5:38:52 PM,107,cfs,A,107
9/30/2021,5:08:53 PM,107,cfs,A,107
9/30/2021,4:38:52 PM,108,cfs,A,108
9/30/2021,4:08:52 PM,106,cfs,A,106
9/30/2021,3:38:52 PM,105,cfs,A,105
9/30/2021,3:08:52 PM,106,cfs,A,106
9/30/2021,2:38:53 PM,105,cfs,A,105
9/30/2021,2:08:52 PM,104,cfs,A,104
9/30/2021,1:38:52 PM,104,cfs,A,104
9/30/2021,1:08:53 PM,100,cfs,A,100
9/30/2021,12:38:52 PM,107,cfs,A,107
9/30/2021,12:08:53 PM,110,cfs,A,110
9/30/2021,11:38:52 AM,110,cfs,A,110
9/30/2021,11:08:52 AM,109,cfs,A,109
9/30/2021,10:38:53 AM,107,cfs,A,107
9/30/2021,10:08:52 AM,108,cfs,A,108
9/30/2021,9:38:53 AM,105,cfs,A,105
9/30/2021,9:08:52 AM,105,cfs,A,105
9/30/2021,8:38:52 AM,107,cfs,A,107
9/30/2021,8:08:53 AM,107,cfs,A,107
9/30/2021,7:38:52 AM,107,cfs,A,107
9/30/2021,7:08:53 AM,109,cfs,A,109
9/30/2021,6:38:53 AM,114,cfs,A,114
9/30/2021,5:28:52 AM,103,cfs,A,103
9/30/2021,4:58:53 AM,107,cfs,A,107
9/30/2021,4:28:52 AM,109,cfs,A,109
9/30/2021,3:58:53 AM,110,cfs,A,110
9/30/2021,3:28:52 AM,116,cfs,A,116
9/30/2021,2:58:52 AM,108,cfs,A,108
9/30/2021,2:28:53 AM,110,cfs,A,110
9/30/2021,1:58:52 AM,109,cfs,A,109
9/30/2021,1:28:53 AM,109,cfs,A,109
9/30/2021,12:58:52 AM,112,cfs,A,112
9/30/2021,12:28:52 AM,107,cfs,A,107
9/29/2021,11:58:53 PM,107,cfs,A,107
9/29/2021,11:28:52 PM,110,cfs,A,110
9/29/2021,10:58:53 PM,109,cfs,A,109
9/29/2021,10:28:52 PM,106,cfs,A,106
9/29/2021,9:58:52 PM,107,cfs,A,107
9/29/2021,9:28:53 PM,101,cfs,A,101
9/29/2021,8:58:52 PM,103,cfs,A,103
9/29/2021,8:28:53 PM,101,cfs,A,101
9/29/2021,7:58:53 PM,107,cfs,A,107
9/29/2021,7:28:52 PM,104,cfs,A,104
9/29/2021,6:58:53 PM,105,cfs,A,105
9/29/2021,6:28:52 PM,103,cfs,A,103
9/29/2021,5:58:53 PM,104,cfs,A,104
9/29/2021,5:28:53 PM,102,cfs,A,102
9/29/2021,4:58:52 PM,104,cfs,A,104
9/29/2021,4:28:53 PM,103,cfs,A,103
9/29/2021,3:58:52 PM,98,cfs,A,98
9/29/2021,3:28:53 PM,102,cfs,A,102
9/29/2021,2:58:53 PM,98,cfs,A,98
9/29/2021,2:48:53 PM,98,cfs,A,98
9/29/2021,2:18:52 PM,105,cfs,A,105
9/29/2021,1:48:52 PM,104,cfs,A,104
9/29/2021,1:18:53 PM,101,cfs,A,101
9/29/2021,12:48:53 PM,98,cfs,A,98
9/29/2021,12:18:53 PM,97,cfs,A,97
9/29/2021,11:48:53 AM,101,cfs,A,101
9/29/2021,11:18:52 AM,98,cfs,A,98
9/29/2021,10:48:53 AM,97,cfs,A,97
9/29/2021,10:18:52 AM,98,cfs,A,98
9/29/2021,9:48:53 AM,95,cfs,A,95
9/29/2021,9:18:53 AM,101,cfs,A,101
9/29/2021,8:48:52 AM,101,cfs,A,101
9/29/2021,8:18:53 AM,98,cfs,A,98
9/29/2021,7:48:52 AM,97,cfs,A,97
9/29/2021,7:18:53 AM,97,cfs,A,97
9/29/2021,6:48:53 AM,98,cfs,A,98
9/29/2021,6:18:52 AM,99,cfs,A,99
9/29/2021,5:48:53 AM,99,cfs,A,99
9/29/2021,5:18:52 AM,100,cfs,A,100
9/29/2021,4:48:53 AM,95,cfs,A,95
9/29/2021,4:18:53 AM,98,cfs,A,98
9/29/2021,3:48:52 AM,101,cfs,A,101
9/29/2021,3:18:53 AM,98,cfs,A,98
9/29/2021,2:48:53 AM,95,cfs,A,95
9/29/2021,2:18:53 AM,95,cfs,A,95
9/29/2021,1:48:53 AM,93,cfs,A,93
9/29/2021,1:18:52 AM,97,cfs,A,97
9/29/2021,12:48:53 AM,95,cfs,A,95
9/29/2021,12:18:53 AM,93,cfs,A,93
9/28/2021,11:48:53 PM,99,cfs,A,99
9/28/2021,11:28:53 PM,96,cfs,A,96
9/28/2021,10:58:52 PM,90,cfs,A,90
9/28/2021,10:28:53 PM,95,cfs,A,95
9/28/2021,9:58:52 PM,93,cfs,A,93
9/28/2021,9:28:52 PM,98,cfs,A,98
9/28/2021,8:58:53 PM,98,cfs,A,98
9/28/2021,8:28:52 PM,98,cfs,A,98
9/28/2021,7:58:53 PM,104,cfs,A,104
9/28/2021,7:28:53 PM,102,cfs,A,102
9/28/2021,6:58:52 PM,107,cfs,A,107
9/28/2021,6:28:53 PM,104,cfs,A,104
9/28/2021,5:58:52 PM,98,cfs,A,98
9/28/2021,5:28:53 PM,96,cfs,A,96
9/28/2021,4:58:53 PM,95,cfs,A,95
9/28/2021,4:28:52 PM,93,cfs,A,93
9/28/2021,3:58:53 PM,94,cfs,A,94
9/28/2021,3:28:52 PM,92,cfs,A,92
9/28/2021,2:58:53 PM,100,cfs,A,100
9/28/2021,2:28:53 PM,95,cfs,A,95
9/28/2021,1:58:52 PM,89,cfs,A,89
9/28/2021,1:28:53 PM,92,cfs,A,92
9/28/2021,12:58:53 PM,92,cfs,A,92
9/28/2021,12:28:53 PM,88,cfs,A,88
9/28/2021,11:58:53 AM,88,cfs,A,88
9/28/2021,11:28:52 AM,92,cfs,A,92
9/28/2021,10:58:53 AM,93,cfs,A,93
9/28/2021,10:28:52 AM,90,cfs,A,90
9/28/2021,9:58:53 AM,86,cfs,A,86
9/28/2021,9:18:51 AM,93,cfs,A,93
9/28/2021,8:48:51 AM,93,cfs,A,93
9/28/2021,8:18:51 AM,87,cfs,A,87
9/28/2021,7:48:51 AM,92,cfs,A,92
9/28/2021,7:18:51 AM,90,cfs,A,90
9/28/2021,6:48:51 AM,95,cfs,A,95
9/28/2021,6:18:51 AM,92,cfs,A,92
9/28/2021,5:48:51 AM,93,cfs,A,93
9/28/2021,5:18:51 AM,95,cfs,A,95
9/28/2021,4:48:51 AM,95,cfs,A,95
9/28/2021,4:18:51 AM,93,cfs,A,93
9/28/2021,3:48:51 AM,86,cfs,A,86
9/28/2021,3:18:51 AM,95,cfs,A,95
9/28/2021,2:48:51 AM,86,cfs,A,86
9/28/2021,2:18:51 AM,90,cfs,A,90
9/28/2021,1:48:51 AM,94,cfs,A,94
9/28/2021,1:18:51 AM,92,cfs,A,92
9/28/2021,12:48:51 AM,93,cfs,A,93
9/28/2021,12:18:51 AM,90,cfs,A,90
9/27/2021,11:48:51 PM,89,cfs,A,89
9/27/2021,11:18:51 PM,86,cfs,A,86
9/27/2021,10:48:51 PM,92,cfs,A,92
9/27/2021,10:18:51 PM,90,cfs,A,90
9/27/2021,9:48:51 PM,92,cfs,A,92
9/27/2021,9:18:51 PM,95,cfs,A,95
9/27/2021,8:48:51 PM,95,cfs,A,95
9/27/2021,8:18:51 PM,96,cfs,A,96
9/27/2021,7:48:51 PM,98,cfs,A,98
9/27/2021,7:18:52 PM,99,cfs,A,99
9/27/2021,6:48:51 PM,100,cfs,A,100
9/27/2021,6:18:51 PM,102,cfs,A,102
9/27/2021,5:48:51 PM,94,cfs,A,94
9/27/2021,5:18:51 PM,103,cfs,A,103
9/27/2021,4:48:52 PM,88,cfs,A,88
9/27/2021,4:18:51 PM,101,cfs,A,101
9/27/2021,3:48:51 PM,99,cfs,A,99
9/27/2021,3:18:51 PM,99,cfs,A,99
9/27/2021,2:48:51 PM,102,cfs,A,102
9/27/2021,2:18:52 PM,102,cfs,A,102
9/27/2021,1:48:51 PM,100,cfs,A,100
9/27/2021,1:18:51 PM,100,cfs,A,100
9/27/2021,12:48:51 PM,99,cfs,A,99
9/27/2021,12:18:51 PM,95,cfs,A,95
9/27/2021,11:48:52 AM,97,cfs,A,97
9/27/2021,11:18:51 AM,99,cfs,A,99
9/27/2021,10:48:51 AM,100,cfs,A,100
9/27/2021,10:18:51 AM,99,cfs,A,99
9/27/2021,9:48:51 AM,101,cfs,A,101
9/27/2021,9:18:52 AM,97,cfs,A,97
9/27/2021,8:48:51 AM,104,cfs,A,104
9/27/2021,8:18:51 AM,98,cfs,A,98
9/27/2021,7:48:51 AM,96,cfs,A,96
9/27/2021,7:18:51 AM,99,cfs,A,99
9/27/2021,6:48:52 AM,101,cfs,A,101
9/27/2021,6:18:51 AM,98,cfs,A,98
9/27/2021,5:48:51 AM,103,cfs,A,103
9/27/2021,5:18:52 AM,106,cfs,A,106
9/27/2021,4:48:51 AM,102,cfs,A,102
9/27/2021,4:18:51 AM,95,cfs,A,95
9/27/2021,3:48:52 AM,90,cfs,A,90
9/27/2021,3:18:51 AM,98,cfs,A,98
9/27/2021,2:48:52 AM,103,cfs,A,103
9/27/2021,2:18:51 AM,99,cfs,A,99
9/27/2021,1:48:51 AM,99,cfs,A,99
9/27/2021,1:18:52 AM,98,cfs,A,98
9/27/2021,12:48:51 AM,96,cfs,A,96
9/27/2021,12:18:52 AM,97,cfs,A,97
9/26/2021,11:48:51 PM,100,cfs,A,100
9/26/2021,11:18:51 PM,99,cfs,A,99
9/26/2021,10:48:52 PM,99,cfs,A,99
9/26/2021,10:18:51 PM,104,cfs,A,104
9/26/2021,9:48:51 PM,102,cfs,A,102
9/26/2021,9:18:52 PM,103,cfs,A,103
9/26/2021,8:48:51 PM,99,cfs,A,99
9/26/2021,8:18:52 PM,104,cfs,A,104
9/26/2021,7:48:51 PM,101,cfs,A,101
9/26/2021,7:18:51 PM,101,cfs,A,101
9/26/2021,6:48:52 PM,104,cfs,A,104
9/26/2021,6:18:51 PM,100,cfs,A,100
9/26/2021,5:48:52 PM,99,cfs,A,99
9/26/2021,5:18:51 PM,101,cfs,A,101
9/26/2021,4:48:51 PM,98,cfs,A,98
9/26/2021,4:18:52 PM,104,cfs,A,104
9/26/2021,3:48:51 PM,102,cfs,A,102
9/26/2021,3:18:52 PM,99,cfs,A,99
9/26/2021,2:48:51 PM,98,cfs,A,98
9/26/2021,2:18:51 PM,97,cfs,A,97
9/26/2021,1:48:52 PM,100,cfs,A,100
9/26/2021,1:18:51 PM,99,cfs,A,99
9/26/2021,12:48:52 PM,103,cfs,A,103
9/26/2021,12:18:51 PM,103,cfs,A,103
9/26/2021,11:48:52 AM,101,cfs,A,101
9/26/2021,11:18:52 AM,98,cfs,A,98
9/26/2021,10:48:51 AM,100,cfs,A,100
9/26/2021,10:18:52 AM,101,cfs,A,101
9/26/2021,9:48:51 AM,101,cfs,A,101
9/26/2021,9:18:52 AM,101,cfs,A,101
9/26/2021,8:48:52 AM,107,cfs,A,107
9/26/2021,8:18:51 AM,101,cfs,A,101
9/26/2021,7:48:52 AM,101,cfs,A,101
9/26/2021,7:18:51 AM,101,cfs,A,101
9/26/2021,6:48:52 AM,100,cfs,A,100
9/26/2021,6:18:52 AM,99,cfs,A,99
9/26/2021,5:48:51 AM,100,cfs,A,100
9/26/2021,5:18:52 AM,102,cfs,A,102
9/26/2021,4:48:52 AM,104,cfs,A,104
9/26/2021,4:18:52 AM,107,cfs,A,107
9/26/2021,3:48:52 AM,101,cfs,A,101
9/26/2021,3:18:51 AM,105,cfs,A,105
9/26/2021,2:48:52 AM,103,cfs,A,103
9/26/2021,2:18:52 AM,101,cfs,A,101
9/26/2021,1:48:52 AM,101,cfs,A,101
9/26/2021,1:18:52 AM,99,cfs,A,99
9/26/2021,12:48:52 AM,102,cfs,A,102
9/26/2021,12:18:52 AM,101,cfs,A,101
9/25/2021,11:48:52 PM,101,cfs,A,101
9/25/2021,11:18:51 PM,98,cfs,A,98
9/25/2021,10:48:52 PM,104,cfs,A,104
9/25/2021,10:18:52 PM,102,cfs,A,102
9/25/2021,9:48:52 PM,102,cfs,A,102
9/25/2021,9:18:52 PM,106,cfs,A,106
9/25/2021,8:48:52 PM,97,cfs,A,97
9/25/2021,8:18:52 PM,101,cfs,A,101
9/25/2021,7:48:52 PM,104,cfs,A,104
9/25/2021,7:18:52 PM,101,cfs,A,101
9/25/2021,6:48:52 PM,101,cfs,A,101
9/25/2021,6:18:52 PM,107,cfs,A,107
9/25/2021,5:48:52 PM,103,cfs,A,103
9/25/2021,5:18:52 PM,104,cfs,A,104
9/25/2021,4:48:52 PM,103,cfs,A,103
9/25/2021,4:18:52 PM,104,cfs,A,104
9/25/2021,3:48:52 PM,103,cfs,A,103
9/25/2021,3:18:52 PM,104,cfs,A,104
9/25/2021,2:48:52 PM,102,cfs,A,102
9/25/2021,2:18:52 PM,101,cfs,A,101
9/25/2021,1:48:52 PM,99,cfs,A,99
9/25/2021,1:18:52 PM,102,cfs,A,102
9/25/2021,12:48:52 PM,96,cfs,A,96
9/25/2021,12:18:52 PM,104,cfs,A,104
9/25/2021,11:48:52 AM,98,cfs,A,98
9/25/2021,11:18:52 AM,103,cfs,A,103
9/25/2021,10:48:52 AM,102,cfs,A,102
9/25/2021,10:18:52 AM,106,cfs,A,106
9/25/2021,9:48:53 AM,101,cfs,A,101
9/25/2021,9:18:52 AM,106,cfs,A,106
9/25/2021,8:48:53 AM,103,cfs,A,103
9/25/2021,8:18:52 AM,101,cfs,A,101
9/25/2021,7:48:52 AM,105,cfs,A,105
9/25/2021,7:18:52 AM,103,cfs,A,103
9/25/2021,6:48:52 AM,101,cfs,A,101
9/25/2021,6:18:52 AM,98,cfs,A,98
9/25/2021,5:48:52 AM,107,cfs,A,107
9/25/2021,5:18:52 AM,100,cfs,A,100
9/25/2021,4:48:52 AM,104,cfs,A,104
9/25/2021,4:18:52 AM,107,cfs,A,107
9/25/2021,3:48:52 AM,107,cfs,A,107
9/25/2021,3:18:52 AM,107,cfs,A,107
9/25/2021,2:48:52 AM,99,cfs,A,99
9/25/2021,2:18:52 AM,106,cfs,A,106
9/25/2021,1:48:52 AM,106,cfs,A,106
9/25/2021,1:18:52 AM,105,cfs,A,105
9/25/2021,12:48:52 AM,107,cfs,A,107
9/25/2021,12:18:52 AM,103,cfs,A,103
9/24/2021,11:48:52 PM,107,cfs,A,107
9/24/2021,11:18:52 PM,105,cfs,A,105
9/24/2021,10:48:52 PM,107,cfs,A,107
9/24/2021,10:18:52 PM,106,cfs,A,106
9/24/2021,9:48:52 PM,107,cfs,A,107
9/24/2021,9:18:52 PM,104,cfs,A,104
9/24/2021,8:48:52 PM,104,cfs,A,104
9/24/2021,8:18:52 PM,104,cfs,A,104
9/24/2021,7:48:52 PM,104,cfs,A,104
9/24/2021,7:18:52 PM,108,cfs,A,108
9/24/2021,6:48:52 PM,97,cfs,A,97
9/24/2021,6:18:52 PM,105,cfs,A,105
9/24/2021,5:48:52 PM,106,cfs,A,106
9/24/2021,5:18:52 PM,105,cfs,A,105
9/24/2021,4:48:53 PM,112,cfs,A,112
9/24/2021,4:18:52 PM,108,cfs,A,108
9/24/2021,3:48:52 PM,104,cfs,A,104
9/24/2021,3:18:52 PM,106,cfs,A,106
9/24/2021,2:48:52 PM,110,cfs,A,110
9/24/2021,2:18:53 PM,106,cfs,A,106
9/24/2021,1:48:52 PM,105,cfs,A,105
9/24/2021,1:18:52 PM,107,cfs,A,107
9/24/2021,12:48:52 PM,104,cfs,A,104
9/24/2021,12:23:43 PM,110,cfs,A,110
9/24/2021,11:53:43 AM,111,cfs,A,111
9/24/2021,11:23:43 AM,107,cfs,A,107
9/15/2021,9:22:02 AM,296,cfs,A,296
9/15/2021,8:52:02 AM,292,cfs,A,292
9/15/2021,8:22:03 AM,291,cfs,A,291
9/15/2021,7:52:02 AM,296,cfs,A,296
9/15/2021,7:22:03 AM,298,cfs,A,298
9/15/2021,6:52:02 AM,299,cfs,A,299
9/15/2021,5:53:47 AM,304,cfs,A,304
9/15/2021,5:23:47 AM,298,cfs,A,298
9/15/2021,4:53:46 AM,296,cfs,A,296
9/15/2021,4:23:47 AM,293,cfs,A,293
9/15/2021,3:53:46 AM,293,cfs,A,293
9/15/2021,3:23:47 AM,299,cfs,A,299
9/15/2021,2:53:47 AM,295,cfs,A,295
9/15/2021,2:23:47 AM,293,cfs,A,293
9/15/2021,1:53:47 AM,294,cfs,A,294
9/15/2021,12:55:30 AM,295,cfs,A,295
9/15/2021,12:25:31 AM,300,cfs,A,300
9/14/2021,11:55:31 PM,298,cfs,A,298
9/14/2021,11:25:31 PM,299,cfs,A,299
9/14/2021,10:55:31 PM,292,cfs,A,292
9/14/2021,10:25:30 PM,289,cfs,A,289
9/14/2021,9:55:31 PM,296,cfs,A,296
9/14/2021,9:25:31 PM,291,cfs,A,291
9/14/2021,8:55:31 PM,296,cfs,A,296
9/14/2021,7:57:16 PM,294,cfs,A,294
9/14/2021,7:27:15 PM,293,cfs,A,293
9/14/2021,6:57:15 PM,292,cfs,A,292
9/14/2021,6:27:15 PM,295,cfs,A,295
9/14/2021,5:57:15 PM,295,cfs,A,295
9/14/2021,5:27:15 PM,292,cfs,A,292
9/14/2021,4:57:15 PM,293,cfs,A,293
9/14/2021,4:27:15 PM,296,cfs,A,296
9/14/2021,3:57:15 PM,299,cfs,A,299
9/14/2021,2:59:00 PM,296,cfs,A,296
9/14/2021,2:28:59 PM,295,cfs,A,295
9/14/2021,1:59:00 PM,299,cfs,A,299
9/14/2021,1:29:00 PM,296,cfs,A,296
9/14/2021,12:59:00 PM,299,cfs,A,299
9/14/2021,12:29:00 PM,298,cfs,A,298
9/14/2021,11:58:59 AM,300,cfs,A,300
9/14/2021,11:29:00 AM,299,cfs,A,299
9/14/2021,10:58:59 AM,295,cfs,A,295
9/14/2021,10:00:44 AM,291,cfs,A,291
9/14/2021,9:30:44 AM,300,cfs,A,300
9/14/2021,9:00:44 AM,295,cfs,A,295
9/14/2021,8:30:44 AM,293,cfs,A,293
9/14/2021,8:00:43 AM,294,cfs,A,294
9/14/2021,7:30:44 AM,296,cfs,A,296
9/14/2021,7:00:43 AM,292,cfs,A,292
9/14/2021,6:30:44 AM,295,cfs,A,295
9/14/2021,6:00:44 AM,292,cfs,A,292
9/14/2021,5:02:27 AM,295,cfs,A,295
9/14/2021,4:32:28 AM,292,cfs,A,292
9/14/2021,4:02:27 AM,287,cfs,A,287
9/14/2021,3:32:28 AM,296,cfs,A,296
9/14/2021,3:02:28 AM,292,cfs,A,292
9/14/2021,2:32:28 AM,289,cfs,A,289
9/14/2021,2:02:28 AM,294,cfs,A,294
9/14/2021,1:32:27 AM,295,cfs,A,295
9/14/2021,1:02:28 AM,298,cfs,A,298
9/14/2021,12:04:12 AM,300,cfs,A,300
9/13/2021,11:34:12 PM,299,cfs,A,299
9/13/2021,11:04:12 PM,287,cfs,A,287
9/13/2021,10:34:11 PM,294,cfs,A,294
9/13/2021,10:04:12 PM,292,cfs,A,292
9/13/2021,9:34:11 PM,296,cfs,A,296
9/13/2021,9:04:12 PM,292,cfs,A,292
9/13/2021,8:34:12 PM,293,cfs,A,293
9/13/2021,8:04:11 PM,293,cfs,A,293
9/13/2021,7:05:51 PM,301,cfs,A,301
9/13/2021,6:35:50 PM,295,cfs,A,295
9/13/2021,6:05:51 PM,298,cfs,A,298
9/13/2021,5:35:51 PM,295,cfs,A,295
9/13/2021,5:05:51 PM,292,cfs,A,292
9/13/2021,4:35:51 PM,301,cfs,A,301
9/13/2021,4:05:51 PM,304,cfs,A,304
9/13/2021,3:35:51 PM,294,cfs,A,294
9/13/2021,3:05:51 PM,294,cfs,A,294
9/13/2021,2:07:35 PM,305,cfs,A,305
9/13/2021,1:37:36 PM,298,cfs,A,298
9/13/2021,1:07:35 PM,302,cfs,A,302
9/13/2021,12:37:35 PM,307,cfs,A,307
9/13/2021,12:07:35 PM,293,cfs,A,293
9/13/2021,11:37:35 AM,299,cfs,A,299
9/13/2021,11:07:35 AM,299,cfs,A,299
9/13/2021,10:37:35 AM,298,cfs,A,298
9/13/2021,10:07:35 AM,301,cfs,A,301
9/13/2021,9:09:14 AM,301,cfs,A,301
9/13/2021,8:39:15 AM,305,cfs,A,305
9/13/2021,8:09:14 AM,296,cfs,A,296
9/13/2021,7:39:15 AM,298,cfs,A,298
9/13/2021,7:09:15 AM,293,cfs,A,293
9/13/2021,6:39:15 AM,298,cfs,A,298
9/13/2021,6:09:15 AM,293,cfs,A,293
9/13/2021,5:39:14 AM,302,cfs,A,302
9/13/2021,5:09:15 AM,299,cfs,A,299
9/13/2021,4:10:59 AM,301,cfs,A,301
9/13/2021,3:40:59 AM,294,cfs,A,294
9/13/2021,3:10:59 AM,303,cfs,A,303
9/13/2021,2:40:58 AM,303,cfs,A,303
9/13/2021,2:10:59 AM,306,cfs,A,306
9/13/2021,1:40:58 AM,305,cfs,A,305
9/13/2021,1:10:59 AM,306,cfs,A,306
9/13/2021,12:40:59 AM,302,cfs,A,302
9/13/2021,12:10:58 AM,303,cfs,A,303
9/12/2021,11:12:43 PM,303,cfs,A,303
9/12/2021,10:42:43 PM,303,cfs,A,303
9/12/2021,10:12:43 PM,307,cfs,A,307
9/12/2021,9:42:43 PM,315,cfs,A,315
9/12/2021,9:12:43 PM,318,cfs,A,318
9/12/2021,8:42:43 PM,311,cfs,A,311
9/12/2021,8:12:43 PM,314,cfs,A,314
9/12/2021,7:42:43 PM,311,cfs,A,311
9/12/2021,7:12:43 PM,308,cfs,A,308
9/12/2021,6:14:27 PM,303,cfs,A,303
9/12/2021,5:44:27 PM,314,cfs,A,314
9/12/2021,5:14:27 PM,322,cfs,A,322
9/12/2021,4:44:27 PM,313,cfs,A,313
9/12/2021,4:14:27 PM,316,cfs,A,316
9/12/2021,3:44:27 PM,318,cfs,A,318
9/12/2021,3:14:27 PM,315,cfs,A,315
9/12/2021,2:44:27 PM,308,cfs,A,308
9/12/2021,2:14:27 PM,301,cfs,A,301
9/12/2021,1:16:11 PM,311,cfs,A,311
9/12/2021,12:46:11 PM,312,cfs,A,312
9/12/2021,12:16:11 PM,314,cfs,A,314
9/12/2021,11:46:11 AM,313,cfs,A,313
9/12/2021,11:16:11 AM,310,cfs,A,310
9/12/2021,10:46:11 AM,307,cfs,A,307
9/12/2021,10:16:12 AM,310,cfs,A,310
9/12/2021,9:46:11 AM,314,cfs,A,314
9/12/2021,9:16:11 AM,309,cfs,A,309
9/12/2021,8:17:55 AM,311,cfs,A,311
9/12/2021,7:47:55 AM,313,cfs,A,313
9/12/2021,7:17:56 AM,308,cfs,A,308
9/12/2021,6:47:55 AM,310,cfs,A,310
9/12/2021,6:17:55 AM,309,cfs,A,309
9/12/2021,5:47:55 AM,308,cfs,A,308
9/12/2021,5:17:55 AM,311,cfs,A,311
9/12/2021,4:47:56 AM,305,cfs,A,305
9/12/2021,4:17:55 AM,308,cfs,A,308
9/12/2021,3:19:40 AM,316,cfs,A,316
9/12/2021,2:49:39 AM,314,cfs,A,314
9/12/2021,2:19:40 AM,309,cfs,A,309
9/12/2021,1:49:39 AM,312,cfs,A,312
9/12/2021,1:19:40 AM,308,cfs,A,308
9/12/2021,12:49:40 AM,304,cfs,A,304
9/12/2021,12:19:39 AM,311,cfs,A,311
9/11/2021,11:49:40 PM,312,cfs,A,312
9/11/2021,11:19:39 PM,312,cfs,A,312
9/11/2021,10:21:24 PM,278,cfs,A,278
9/11/2021,9:51:24 PM,276,cfs,A,276
9/11/2021,9:21:24 PM,292,cfs,A,292
9/11/2021,8:51:24 PM,288,cfs,A,288
9/11/2021,8:21:24 PM,286,cfs,A,286
9/11/2021,7:51:25 PM,285,cfs,A,285
9/11/2021,7:21:24 PM,281,cfs,A,281
9/11/2021,6:51:24 PM,284,cfs,A,284
9/11/2021,6:21:24 PM,282,cfs,A,282
9/11/2021,5:23:04 PM,284,cfs,A,284
9/11/2021,4:53:03 PM,276,cfs,A,276
9/11/2021,4:23:04 PM,293,cfs,A,293
9/11/2021,3:53:03 PM,285,cfs,A,285
9/11/2021,3:23:04 PM,286,cfs,A,286
9/11/2021,2:53:03 PM,281,cfs,A,281
9/11/2021,2:23:04 PM,281,cfs,A,281
9/11/2021,1:53:03 PM,284,cfs,A,284
9/11/2021,1:23:04 PM,280,cfs,A,280
9/11/2021,12:24:48 PM,285,cfs,A,285
9/11/2021,11:54:48 AM,279,cfs,A,279
9/11/2021,11:24:48 AM,278,cfs,A,278
9/11/2021,10:54:47 AM,284,cfs,A,284
9/11/2021,10:24:48 AM,279,cfs,A,279
9/11/2021,9:54:47 AM,280,cfs,A,280
9/11/2021,9:24:48 AM,282,cfs,A,282
9/11/2021,8:54:47 AM,281,cfs,A,281
9/11/2021,8:24:48 AM,288,cfs,A,288
9/11/2021,7:26:32 AM,280,cfs,A,280
9/11/2021,6:56:31 AM,285,cfs,A,285
9/11/2021,6:26:32 AM,281,cfs,A,281
9/11/2021,5:56:31 AM,284,cfs,A,284
9/11/2021,5:26:32 AM,284,cfs,A,284
9/11/2021,4:56:31 AM,284,cfs,A,284
9/11/2021,4:26:32 AM,285,cfs,A,285
9/11/2021,3:56:32 AM,281,cfs,A,281
9/11/2021,3:26:31 AM,279,cfs,A,279
9/11/2021,2:28:16 AM,287,cfs,A,287
